ID_Transacao,Produto,Categoria,Marca,Preco_Unitario,Quantidade
100212,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100213,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100213,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100214,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100214,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100215,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100215,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100216,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100217,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100217,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100218,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100219,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100219,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100220,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100221,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100221,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100222,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100222,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100223,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100223,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100224,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100224,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100225,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100226,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100227,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100227,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100228,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100228,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100229,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100229,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100230,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100231,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100231,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100232,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100233,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100234,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100235,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100235,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100236,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100236,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100237,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100238,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100239,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100239,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100240,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100240,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100241,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100241,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100242,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100242,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100243,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100243,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100244,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100244,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100245,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100245,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100246,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100246,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100247,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100247,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100248,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100248,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100249,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100249,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100250,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100251,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100251,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100252,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100252,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100253,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100254,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100254,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100255,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100255,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100256,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100256,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100257,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100258,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100259,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100259,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100260,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100261,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100262,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100263,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100263,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100264,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100264,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100265,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100265,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100266,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,1
100267,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100267,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100268,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100268,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100269,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100269,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100270,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100270,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100271,Proteína em Pó 500g,Suplementos,Whey Gold,35.99,2
100272,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100272,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100273,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100273,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100274,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100274,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100275,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100275,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100276,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100276,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100277,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100278,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100279,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100280,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100280,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100281,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100281,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100282,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100283,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100283,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100284,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100284,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100285,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100285,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100286,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100286,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100287,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100287,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100288,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100289,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,2
100289,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100290,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100291,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100291,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100292,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100292,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100293,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100294,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100295,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100296,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100296,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100297,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100297,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100298,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100299,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100299,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100300,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100300,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100301,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100301,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100302,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100302,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100303,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100304,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100305,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100305,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100306,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100307,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100307,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100308,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100308,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100309,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100309,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100310,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100311,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100312,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100312,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100313,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100313,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100314,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100315,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100316,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100316,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100317,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100318,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100318,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100319,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100319,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100320,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100321,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100322,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100323,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100323,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100324,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100324,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100325,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100325,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100326,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100326,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100327,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100327,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100328,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100329,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100329,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100330,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100331,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100331,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100332,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100332,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100333,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100333,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100334,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100334,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100335,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100336,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100336,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100337,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100338,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100338,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100339,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100340,Óculos de Sol UV,Óptica,Ray-Ban,89.99,2
100341,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100342,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100342,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100343,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100343,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100344,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100345,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100345,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100346,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100346,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100347,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,2
100347,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100347,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,1
100348,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,2
100349,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,2
100350,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100351,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100351,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100352,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100353,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100353,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100354,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100354,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100355,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100355,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100356,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100356,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100357,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100357,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100358,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100359,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100359,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100360,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100360,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100361,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100362,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100362,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100363,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100363,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100364,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100365,Desodorizante Antitranspirante,Higiene,Rexona,5.99,2
100366,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100366,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100367,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100367,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100368,Desodorizante Antitranspirante,Higiene,Rexona,5.99,1
100368,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100369,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100369,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100370,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100370,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100371,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100371,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100372,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100372,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100373,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100373,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100374,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100375,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100376,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100376,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100377,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100377,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100378,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100378,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100379,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100380,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100380,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100381,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100381,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100382,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100383,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100383,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100384,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100384,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100385,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100385,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100386,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100386,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100387,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100387,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100388,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100388,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100389,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100389,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100390,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,2
100390,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100391,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100391,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100392,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100392,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100393,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100393,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100393,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100394,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100394,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100394,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100395,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100395,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100396,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100396,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100397,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100397,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100398,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100398,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100398,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100399,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100400,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,1
100400,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100401,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100401,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100402,Protetor Solar SPF50 75ml,Dermocosmética,Sunsan,15.99,2
100402,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100402,Óculos de Sol UV,Óptica,Ray-Ban,89.99,1
100403,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100404,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100404,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100405,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100405,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100406,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100406,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100407,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100407,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100408,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100408,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100409,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100409,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100410,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,2
100410,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100411,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100412,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100413,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100413,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100414,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100414,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100415,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100415,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100416,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,1
100417,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,2
100417,Ómega-3 (60 cápsulas),Suplementos,Nutrilite,22.5,1
100418,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100418,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100418,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100419,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100419,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100419,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100420,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,1
100421,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100421,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100421,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100422,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100423,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100423,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100423,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100424,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100425,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,2
100425,Soro Fisiológico (Pack 20),Saúde Visual,Marca Própria,3.99,1
100425,Gel Higienizante 500ml,Higiene,Marca Própria,4.99,1
100426,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,2
100426,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100427,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,1
100427,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100428,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,2
100428,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100429,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,2
100430,Tónico Facial 200ml,Dermocosmética,Wells Care,9.99,1
100431,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100431,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100432,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,2
100433,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100433,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
100434,Sérum Anti-Rugas 30ml,Dermocosmética,Wells Premium,28.99,1
100434,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,1
