ID_Transacao,ID_Cliente,Data,Produto,Categoria,Marca,Preco_Unitario,Loja
431868,10035,2026-02-05,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
653020,10035,2026-04-08,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
466824,10036,2025-10-25,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
848589,10036,2025-12-08,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
191865,10036,2026-01-20,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
123624,10036,2026-03-06,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
909006,10036,2026-04-18,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
936860,10037,2025-07-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
915131,10037,2025-08-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
772108,10037,2025-09-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
358930,10037,2025-10-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
904462,10037,2025-11-08,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
662926,10037,2025-12-10,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
218033,10037,2026-01-13,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
765627,10038,2025-06-29,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
674736,10038,2025-08-29,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
870173,10038,2025-10-30,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
728880,10038,2025-12-30,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
499384,10038,2026-03-04,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
567010,10038,2026-05-05,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
574665,10039,2025-03-04,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
294053,10039,2025-05-07,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
672735,10039,2025-07-07,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
699991,10039,2025-09-07,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
212581,10039,2025-11-10,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
814016,10039,2026-01-09,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
216421,10039,2026-03-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
224040,10040,2025-07-23,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
518034,10040,2025-09-11,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
962755,10040,2025-11-02,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
403571,10040,2025-12-21,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
222883,10040,2026-02-09,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
212221,10040,2026-03-29,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
716210,10041,2025-06-30,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
800947,10041,2025-07-27,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
489678,10041,2025-08-26,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
964909,10041,2025-09-23,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
101917,10041,2025-10-24,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
467436,10041,2025-11-23,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
382272,10041,2025-12-22,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
814743,10041,2026-01-19,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
478892,10042,2025-05-07,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
108512,10042,2025-07-09,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
208872,10042,2025-09-13,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
872042,10042,2025-11-14,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
142078,10042,2026-01-17,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
327645,10042,2026-03-24,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
446699,10043,2025-06-11,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
872608,10043,2025-07-25,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
237023,10043,2025-09-08,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
535048,10043,2025-10-22,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
451005,10043,2025-12-06,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
639812,10043,2026-01-21,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
248056,10044,2025-08-25,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
577272,10044,2025-10-27,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
435484,10044,2025-12-30,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
318134,10044,2026-03-02,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
250168,10044,2026-05-03,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
323810,10045,2025-04-11,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
910951,10045,2025-06-07,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Porto-NorteShopping
443054,10045,2025-08-04,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
367552,10045,2025-10-02,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Coimbra-Alma
198723,10045,2025-11-28,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
953088,10045,2026-01-22,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Lisboa-Rossio
132154,10045,2026-03-22,Multivitamínico (60 cápsulas),Suplementos,Centrum,18.9,Online
548396,10046,2025-06-30,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
302967,10046,2025-08-05,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
382247,10046,2025-09-11,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Lisboa-Rossio
114382,10046,2025-10-18,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
759116,10046,2025-11-23,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Porto-NorteShopping
247550,10046,2025-12-28,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
437827,10046,2026-02-01,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Coimbra-Alma
486858,10046,2026-03-07,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
695603,10046,2026-04-13,Lentes de Contacto (30 unidades),Óptica,Acuvue,24.99,Online
959751,10047,2025-03-22,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
641656,10047,2025-05-10,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
913738,10047,2025-06-30,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
923651,10047,2025-08-20,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
295716,10047,2025-10-10,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
990695,10047,2025-12-01,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
127632,10047,2026-01-19,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
417320,10047,2026-03-09,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
598716,10047,2026-04-28,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
384260,10048,2025-02-11,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
232717,10048,2025-04-01,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
594592,10048,2025-05-19,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
430388,10048,2025-07-08,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
568276,10048,2025-08-25,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
611411,10048,2025-10-13,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
984377,10048,2025-12-04,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
950163,10048,2026-01-23,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
863978,10048,2026-03-13,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
632358,10048,2026-05-01,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Porto-NorteShopping
666202,10049,2025-10-09,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
871253,10049,2025-11-28,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
429670,10049,2026-01-15,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Coimbra-Alma
318967,10049,2026-03-08,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Lisboa-Rossio
194270,10049,2026-04-25,Creme Hidratante Facial 50ml,Dermocosmética,Wells Care,12.5,Online
